,English Company Name,Chinese Company Name,Valid Licence since,District,Address,Telephone No,FAX,Email,Placement Type
3152,WANGIE EMPLOYMENT CO,宏志僱傭公司,2015,Central and Western District,"Room B, 15th floor, Shing Hing Commercial Building, 21-27 Wing Kut Street, Sheung Wan, Hong Kong", , ,wangie188@hotmail.com,Foreign Domestic Helpers
3153,Wantedly Hong Kong,,2020,Central and Western District,"3rd floor, World Trust Tower, 50 Stanley Street, Central, Hong Kong",37057858, ,zoefung@gerbera.co.jp,Office Staff / Executive Search
3154,WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED,暖之家僱傭服務中心有限公司,2013,Yuen Long District,"Shop F067, 1st floor, New City, Fu Yau Court, 37-51 Yau San Street, Yuen Long, New Territories",63888989, ,maggie.asiaex@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3155,Warranty Employment Agency,煒煌僱傭中心,2008, ,"Flat A-B, 1st floor, Hung Wan Building, 35 On Ning Road, Yuen Long, New Territories", , , ,Foreign Domestic Helpers
3156,Water Wood Employment Centre,水木僱傭中心,2018,Wan Chai District,"Shop 6, Ground floor, Vitus House, 1 Yuen Yuen Street, Happy Valley, Hong Kong",28910277,28910038,HKseacrest@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search"
3157,Way Tech Consultants Company,菲鴻顧問公司,2000,Wan Chai District,"Room 601, 6th floor, Cameron Commercial Centre, 458-468 Hennessy Road, Causeway Bay, Hong Kong",28348886,28322036, ,Foreign Domestic Helpers
3158,WAYANG EMPLOYMENT AGENCY CO. LIMITED,樺恩僱傭有限公司,2018,Kowloon City District,"Unit 03, 7th floor, Goldfield Tower, 53-59 Wuhu Street, Hung Hom, Kowloon",37052801,37052803,karina.wayang@gmail.com,Foreign Domestic Helpers
3159,WCL,,2019,Central and Western District,"Room 510, 5th floor, Wayson Commercial Building, 28 Connaught Road West, Sheung Wan, Hong Kong",28961821, ,info@wecruitcl.com.hk,Office Staff / Executive Search
3160,WD Employment Agency Co.,泓達僱傭,2009,Tsuen Wan District,"Flat 920, 9th floor, Nan Fung Centre, 264-298 Castle Peak Road, Tsuen Wan, New Territories",24999861,24999863,fred.kc.leung@gmail.com,Foreign Domestic Helpers
3161,Wealth Dimensions Consultancy Limited,駿皓顧問有限公司,2015,Central and Western District,"Room A, 29th floor, United Centre, 95 Queensway, Admiralty, Hong Kong",35719903, ,niky.lau@wdco.com.hk,Office Staff / Executive Search
3162,Wealth Employment Agency,利家僱傭,2012,Yau Tsim Mong District,"Room 403, 4th floor, David House, 8-20 Nanking Street, Jordan, Kowloon",21551822, ,wealth.ivy@gmail.com,Foreign Domestic Helpers
3163,WEALTHY GOLD CONSULTANT LIMITED,金濠顧問有限公司,2007,Southern District,"Flat A, 14th floor, Sing Teck Factory Building, 44 Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",28082357,25728911,dscchui1955@yahoo.com,Foreign Domestic Helpers
3164,Webbe International (Greater China) Limited,,2005,Central and Western District,"Unit 801, 8th floor, Winsome House, 73 Wyndham Street, Central, Hong Kong",21105800,21105885,webbe@webbe.com.hk,Other Non-office Worker
3165,Webster Personnel Agency Limited,偉事達人事顧問有限公司,2004,Central and Western District,"Unit 413, 4th floor, Tower II, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",28388818,30143820,info@webster.com.hk,Office Staff / Executive Search
3166,Wecare Professional Nursing Services Co Limited,薈翹專業護理有限公司,2020,Sham Shui Po District,"Room 13, 23rd floor, Kimberland Centre, 55 Wing Hong Street, Cheung Sha Wan, Kowloon",27399990,27399919,info@wecarenursing.com.hk,Other Non-office Worker
3167,Wecarehelpers Employment Agency,家傭軒僱傭服務中心,2014,Central and Western District,"Room 2807, 28th floor, Hong Kong Plaza, 188 Connaught Road West, Sai Wan, Hong Kong",25520038,25520012,wecare@wecarehelpers.com,Foreign Domestic Helpers
3168,WeConnect Talent Solutions,,2021,Central and Western District,"Unit 1603, 16th floor, The L. Plaza, 367-375 Queen's Road Central, Sheung Wan, Hong Kong",98281610, ,admin@weconnectsearch.com,Office Staff / Executive Search
3169,WELCOME BABY SERVICE LIMITED,一生陪月有限公司,2017,Yau Tsim Mong District,"Unit 1202, 12th floor, Oriental Centre, 67-71 Chatham Road South, Tsim Sha Tsui, Kowloon",65113138, ,uniqueconfinement@gmail.com,Local Domestic Helpers
3170,Well Choice Home Employment Agency,摯貼心僱傭服務中心,2021,Sai Kung District,"Room 311, 3rd floor, Tung Lee Industrial Building, 9 Lai Yip Street, Kwun Tong, Kowloon",98898433/98898445, ,wellchoicehome@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3171,WELL GURKHA EMPLOYMENT AND CONSULTANCY,,2011,Yau Tsim Mong District,"Room J, 13th floor, New Lucky House, 15 Jordan Road, Jordan, Kowloon",68907705,36902875,wellgurkha@yahoo.com,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker, Other Non-office Worker"
3172,Well Harmony Employment Services,樂傭傭僱傭服務,2001,Eastern District,"Shop 12, 1st floor, Block 1-3, City Garden, Maximall, 233 Electric Road, North Point, Hong Kong",23321101,23321239,wellharmony001@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3173,Well Hire Employment Agency Limited,薈聘僱傭有限公司,2021,Eastern District,"Shop E, Ground floor, 117-119 Shau Kei Wan Road, Sai Wan Ho, Hong Kong",26333806,26333186, ,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
3174,Well House Employment Service Limited,惠浩僱傭有限公司,2005,Yuen Long District,"Shop No. F0116, 1st floor, New City Of Full Yau Court, No. 51G Yau San Street, Yuen Long, New Territories",28902360,28508103,well.house@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
3175,WELL SHINE CO.,崴勝公司,2017,Eastern District,"Shop B26, Basement, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong",25235003, ,wellshine.co.hk@gmail.com,Foreign Domestic Helpers
3176,WELL-ELITE HELPER EMPLOYMENT LIMITED,智寶僱傭有限公司,2015,Kwai Tsing District,"Flat H, Ground floor, On Fook Industrial Building, 41-45 Kwai Fung Crescent, Kwai Chung, New Territories",34683494,24191302,info@well-elite.com,Foreign Domestic Helpers
3177,WELLBEING EMPLOYMENT,融善僱傭,2017,Kwun Tong District,"Room 701, 7th floor, Kam Hon Industrial Building, 8 Wang Kwun Road, Kowloon Bay, Hong Kong",90972591, ,wellbeingemployment@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search"
3178,Wellcome Employment Centre Limited,樂意僱傭中心有限公司,2004, ,"18th floor, Jade Centre, 98 Wellington Street, Central, Hong Kong", , ,info@iwellcome.com.hk,Foreign Domestic Helpers
3179,Wellcome Greenland Employment Centre,樂意田園中心,2021,Central and Western District,"18th floor, Jade Centre, 98 Wellington Street, Central, Hong Kong",28511644,28508620,info@iwellcome.com.hk,Foreign Domestic Helpers
3180,WELLESLEY ASSOCIATES LIMITED,,2015,Central and Western District,"Room 1602, 16th floor, Fairmont House, 8 Cotton Tree Drive, Central, Hong Kong",28479999,25219828,wainfo@wellesleys.com,Office Staff / Executive Search
3181,Wellesley Partners Limited,,2005,Central and Western District,"Room 1602, 16th floor, Fairmont House, 8 Cotton Tree Drive, Central, Hong Kong",28479999,25219828,info@wellesleys.com,Office Staff / Executive Search
3182,Wellmark Employment Services Consultant,標緻僱傭服務中心,1994,Yau Tsim Mong District,"Room 819, 8th floor, Hollywood Plaza, 610 Nathan Road, Mong Kok, Kowloon",21392828,21392800,wesc@netvigator.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3183,WeNET HR Services,,2018,Yau Tsim Mong District,"Room 1701, 17th floor, Wai Fung Plaza, 664 Nathan Road, Mong Kok, Kowloon",39571187, ,hr@wenet.com.hk,"Office Staff / Executive Search, Imported Worker, Other Non-office Worker"
3184,WESLEY KANE LIMITED,,2019,Central and Western District,"10th floor, Dawning House, 145 Connaught Road Central, Sheung Wan, Hong Kong",66804333, ,german.cham@wesleykaneasia.com,Office Staff / Executive Search
3185,Wesmile.com.hk,,2020,Yau Tsim Mong District,"16th floor, 700 Nathan Road, Mong Kok, Kowloon",54021903, ,april.wong@wesmile.com.hk,Office Staff / Executive Search
3186,Western Union Human Resource,西聯人力資源服務公司,2007,Yau Tsim Mong District,"Room 1601, 16th floor, Island Centre, 470 Reclamation Street, Mong Kok, Kowloon",23980255,23980505,ciuexpress@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3187,WESTLAKE MANPOWER RESOURCES CO.,,2021,Eastern District,"Shop 202, 2nd floor, Seven Seas Shopping Centre, 121 King's Road, North Point, Hong Kong",81214288,34604089,westlakehk@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3188,WeTrust Employment Agency,基信僱傭中心,2020,Yuen Long District,"1st floor, 42E Nam Hang Tsuen, Tai Tong Road, Yuen Long, New Territories",98659871, ,wetrust1978@gmail.com,Foreign Domestic Helpers
3189,Wheelchair,輪椅王,2018,Kwun Tong District,"Room 12, 4th floor, Block A, East Sun Industrial Center, 16 Shing Yip Street, Kwun Tong, Kowloon",23418299,30070269,paulusip@gmail.com,"Office Staff / Executive Search, Other Non-office Worker"
3190,WHI Asia Limited,,2020,Central and Western District,"27th floor, World Wide House, 19 Des Voeux Road Central, Central, Hong Kong",37967188, ,ami.bhatt@augustleadership.com,Office Staff / Executive Search
3191,WHITECROW RESEARCH PTE. LTD.,,2018,Wan Chai District,"12th, 15th & 18th floor, Soundwill Plaza II - Midtown, 1-29 Tang Lung Street, Causeway Bay, Hong Kong",38961133, ,cecilia.chan@whitecrowresearch.com,"Office Staff / Executive Search, Other Non-office Worker"
3192,Whole House Treasure Integrity Employment Agency,誠屋寶僱傭中心,2021,Kowloon City District,"Shop 6, Ground floor, Tai Fung Plaza, 72-76 Lion Rock Road, Kowloon City, Kowloon",95472961, ,wholehouseti@gmail.com,Foreign Domestic Helpers
3193,Williams (Hong Kong) Limited,會能士人事顧問有限公司,2005,Central and Western District,"Unit 601-2, 6th floor, FWD Financial Centre, 308 Des Voeux Road Central, Sheung Wan, Hong Kong",25376618,25256726,info@williams-asia.com,Office Staff / Executive Search
3194,WilliamSelect,,2014,Central and Western District,"Unit 601-2, 6th floor, FWD Financial Centre, 308 Des Voeux Road Central, Sheung Wan, Hong Kong",25376618,25256726,info@williams-asia.com,Office Staff / Executive Search
3195,WILLING EMPLOYMENT AGENCY ,曉賢僱傭 ,2019,Wong Tai Sin District,"Unit 21, Room 901-902, 9th floor, Wing Shing Industrial Building, 26 Ng Fong Street, San Po Kong, Kowloon",64721689,35677379,josephcheung.ivy@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3196,WIN CHOICE EMPLOYMENT COMPANY,榮印僱傭公司,2010,Yau Tsim Mong District,"Room 1102, 11th floor, 655 Nathan Road, Mong Kok, Kowloon",62098875,23689920,winchoice88@yahoo.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
3197,Win Dragon Employment Limited,永隆(印菲傭)有限公司,2001, ,"Flat 23, 15th floor, Wah Yiu Industrial Centre, 30-32 Au Pui Wan Street, Fo Tan, New Territories", , , ,Foreign Domestic Helpers
3198,Win Dragon Employment Limited,永隆(印菲傭)有限公司,2008,Tuen Mun District,"Flat C7, 11th floor, Block C, Delya Industrial Centre, 7 Shek Pai Tau Road, Tuen Mun, New Territories",26331556,26337621,w26331556@yahoo.com.hk,Foreign Domestic Helpers
3199,WIN ELEGANT DEVELOPMENT LIMITED,凱雋發展有限公司,2016,Sham Shui Po District,"Shop 128, 1st floor, Pak Tin Shopping Centre, 1-3 Wai Chi Lane, Shek Kip Mei, Kowloon",34605084, ,winelegantdevltd@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
3200,Win Paradise Limited,獵佳有限公司,1990,Yau Tsim Mong District,"Room 904, 9th floor, Office Tower Two, Grand Plaza, 625 & 639 Nathan Road, Mong Kok, Kowloon",27702883,27802672,winparad@netivagator.com,Office Staff / Executive Search
3201,Win-helper Employment Centre,栢惠僱傭中心,1999,Wong Tai Sin District,"Shop B18, 1st floor, San Po Kong Plaza, 33 Shung Ling Street, San Po Kong, Kowloon",23526623,83432161,winhelperkln@yahoo.com.hk,Foreign Domestic Helpers
3202,WINCHESTER GROUP LIMITED,,2020,Wan Chai District,"Room 1903, 19th floor, Emperor Group Centre, 288 Hennessy Road, Wan Chai, Hong Kong",56831300, ,robert.conway@winchester-search.com,Office Staff / Executive Search
3203,Winfield Search Limited,,2013,Central and Western District,"7th floor, Low Block, Grand Millennium Plaza, 181 Queen's Road Central, Central, Hong Kong",34686881,35856070,info@winfieldsearch.com,Office Staff / Executive Search
3204,WING FAI EMPLOYMENT LIMITED,榮暉僱傭有限公司,2013,Tai Po District,"Shop 13, Ground floor, Wing Fai Garden, 29-35 Ting Kok Road, Tai Po, New Territories",26618182,30073475,wingfaiemployment@ymail.com,Foreign Domestic Helpers
3205,Wing Fu Yu Employment Agency Limited,永富裕僱傭有限公司,2019,Sham Shui Po District,"Shop 64E, Ground floor, Mount Sterling Mall, 10-16 Lai Wan Road, Mei Foo Sun Chuen, Mei Foo, Kowloon",34858087,24754311,meifoo_indo_indah@yahoo.com.hk,Foreign Domestic Helpers
3206,WING MING EMPLOYMENT SERVICES,永明僱傭中心,2017,Kowloon City District,"Shop 3D, Ground floor, Tower 2, Hillville Terrace, 28 Tin Kwong Road, Ho Man Tin, Kowloon",63156633, ,wingming49@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3207,WING MING EMPLOYMENT SERVICES,永明僱傭中心,2018,Kowloon City District,"Shop 8, Ground floor, Chi Kam Court, 97 Hau Wong Road, Kowloon City, Kowloon",28776533,28776533,wingming49@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3208,WING MING EMPLOYMENT SERVICES,永明僱傭中心,2021,Wan Chai District,"Shop 1062-1063, 1st floor, Causeway Square, 1-5 Sugar Street, Causeway Bay, Hong Kong",63156633,63156633,wingming49@gmail.com,Foreign Domestic Helpers
3209,WING MING EMPLOYMENT SERVICES,永明僱傭中心,2021,Yau Tsim Mong District,"Shop S37A, 2nd floor, Sincere House Commercial Podium, 83 Argyle Street, Mong Kok, Kowloon",63156633,63156633,wingming49@gmail.com,Foreign Domestic Helpers
3210,Wing On Human Resources Limited,永安人力資源有限公司,2013,Central and Western District,"Room 1102, 11th floor, Lucky Commercial Centre, 103 Des Voeux Road West, Sheung Wan, Hong Kong",25438391,28543560,louis@wingonprofessional.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
3211,Wings Recruitment Partners Limited,榮思人力資源有限公司,2019,Wan Chai District,"2nd floor, Cameron Commercial Centre, 458-468 Hennessy Road, Causeway Bay, Hong Kong",39167836, ,info@wings-partners.com,Office Staff / Executive Search
3212,Winning Employment Company,穎妮僱傭公司,2016,Yuen Long District,"No. 163, Shung Ching San Tsuen, Yuen Long, New Territories",97868468,35927046,winniechan128@hotmail.com,Foreign Domestic Helpers
3213,Winnovation Limited,榮蔓有限公司,2020,Sha Tin District,"Unit 1213, 12th floor, Delta House, 3 On Yiu Street, Sha Tin, New Territories", , , ,Office Staff / Executive Search
3214,WINSOME EMPLOYMENT LIMITED,慧心僱傭有限公司,2017,Sha Tin District,"Room 5D, Ground floor, The Ninth Street, Tai Wai Village, Sha Tin, New Territories",37021238,37021234,winsomeemployment@gmail.com,Foreign Domestic Helpers
3215,Wintip Employment Services Limited,運達僱傭有限公司,1996,Yau Tsim Mong District,"Shop 125, 1st floor, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui East, Kowloon",27230898,27527379,info@wintip.com.hk,Foreign Domestic Helpers
3216,WINWARD GLOBAL LIMITED,,2013,Central and Western District,"Unit 2605, 26th floor, Prosperity Tower, 39 Queen's Road Central, Central, Hong Kong",25883457, ,dwong@winwardglobal.com,Office Staff / Executive Search
3217,WINWIN EMPLOYMENT CENTRE LIMITED,百惠僱傭中心有限公司,2005,Kwun Tong District,"Shop 29, Ground floor, Laguna Arcade, Phase 3, Laguna City, Cha Kwo Ling Road, Lam Tin, Kowloon",27276788,27172283,winmaids@hotmail.com,"Local Domestic Helpers, Foreign Domestic Helpers"
3218,WINZ SOLUTIONS LIMITED,騰譽電腦顧問工程有限公司,2017,Sham Shui Po District,"Unit 07, 23rd floor, Peninsula Tower, 538 Castle Peak Road, Lai Chi Kok, Kowloon",21274580,39045080,recruit@winz.com.hk,Office Staff / Executive Search
3219,WISDOM CARE OVERSEAS EMPLOYMENT AGENCY,智傭滙集,2021,Sha Tin District,"Flat F, 30th floor, Block 11, City One Shatin, Sha Tin, New Territories",96658599, ,scheung@wisdomcarehk.com,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker, Other Non-office Worker"
3220,WISDOM RESOURCES LIMITED,偉卓人力資本有限公司,2017,Central and Western District,"Room 606, 6th floor, Haleson Building, 1 Jubilee Street, Central, Hong Kong",31088901, ,resources@wisdomjobs.com.hk,Office Staff / Executive Search
3221,WISE EMPLOYMENT AGENCY LIMITED,萬思人力資源有限公司,2021,Kowloon City District,"38-42, 1st floor, Hung Hom Square, 37-39 Ma Tau Wai Road, Hung Hom, Kowloon",27219381,23118857,wisehrco@gmail.com,Foreign Domestic Helpers
3222,Wise Future Employment Services Centre,智豐僱傭服務中心,2003,Eastern District,"Room 1501, 15th floor, Java Commercial Centre, 128 Java Road, North Point, Hong Kong",25650909,25656111,rona@wisefuture.com.hk,"Local Domestic Helpers, Foreign Domestic Helpers"
3223,WISE MAIDS EMPLOYMENT AGENCY LIMITED,聰姐僱傭有限公司,2019,Southern District,"Unit 2232, 22nd floor, Yan's Tower, 25-27 Wong Chuk Hang Road, Aberdeen, Hong Kong",24992211, ,donavan.lsh@gmail.com,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker"
3224,WISECO HUMAN SOLUTIONS AND CONSULTANCY LIMITED,明睿人力策略及顧問有限公司,2018,Eastern District,"67th floor, One Island East, 18 Westlands Road, Quarry Bay, Hong Kong", , , ,Office Staff / Executive Search
3225,Wisely Search International Limited,萬行立業國際有限公司,2021,Wan Chai District,"Flat F, 7th floor, Han Palace Building, 441-447 King's Road, North Point, Hong Kong",29042011, ,catherinezhoucz@gmail.com,Office Staff / Executive Search
3226,WISENET ASIA HONG KONG PTE LIMITED,香港巍星商務咨詢有限公司,2018,Kwun Tong District,"Room 05, 11th floor, Lemmi Centre, 50 Hoi Yuen Road, Kwun Tong, Kowloon",21918999,22678869,wesley.hui@wisenetasia.com,Office Staff / Executive Search
